Symbol,Name,Keyword
RILYM,"B. Riley Financial, Inc.",B. Riley Financial
RILYN,"B. Riley Financial, Inc.",B. Riley Financial
RILYO,"B. Riley Financial, Inc.",B. Riley Financial
RILYP,"B. Riley Financial, Inc.",B. Riley Financial
RILYZ,"B. Riley Financial, Inc.",B. Riley Financial
RING,iShares MSCI Global Gold Miners ETF,iShares MSCI Global Gold Miners ETF
RIO,Rio Tinto Plc,Rio Tinto
RIOT,"Riot Blockchain, Inc",Riot Blockchain
RIV,"RiverNorth Opportunities Fund, Inc.",RiverNorth Opportunities Fund
RIVE,Riverview Financial Corporation,Riverview Financial 
RJF,"Raymond James Financial, Inc.",Raymond James Financial
RKDA,"Arcadia Biosciences, Inc.",Arcadia Biosciences
RKT,"Rocket Companies, Inc.",Rocket Companies
RL,Ralph Lauren Corporation,Ralph Lauren 
RLAY,"Relay Therapeutics, Inc.",Relay Therapeutics
RLGY,Realogy Holdings Corp.,Realogy
RLH,Red Lion Hotels Corporation,Red Lion Hotels 
RLI,RLI Corp.,RLI
RLJ,RLJ Lodging Trust,RLJ Lodging Trust
RLJ-A,RLJ Lodging Trust,RLJ Lodging Trust
RLMD,"Relmada Therapeutics, Inc.",Relmada Therapeutics
RM,Regional Management Corp.,Regional Management
RMAX,"RE/MAX Holdings, Inc.",RE/MAX
RMBI,"Richmond Mutual Bancorporation, Inc.",Richmond Mutual
RMBL,"RumbleOn, Inc.",RumbleOn
RMBS,"Rambus, Inc.",Rambus
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Rocky Mountain Chocolate Factory
RMD,ResMed Inc.,ResMed
RMED,"Ra Medical Systems, Inc.",Ra Medical Systems
RMG,RMG Acquisition Corp.,RMG Acquisition
RMG-U,RMG Acquisition Corp.,RMG Acquisition
RMG-WS,RMG Acquisition Corp.,RMG Acquisition
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",RiverNorth Opportunistic Municipal Income Fund
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",RiverNorth Managed Duration Municipal Income Fund
RMNI,"Rimini Street, Inc.",Rimini Street
RMPL-,RiverNorth Specialty Finance Corporation,RiverNorth Specialty Finance 
RMR,The RMR Group Inc.,The RMR
RMRM,RMR Mortgage Trust,RMR Mortgage Trust
RMT,"Royce Micro-Cap Trust, Inc.",Royce Micro-Cap Trust
RMTI,"Rockwell Medical, Inc.",Rockwell Medical
RNA,"Avidity Biosciences, Inc.",Avidity Biosciences
RNDB,"Randolph Bancorp, Inc.",Randolph Bancorp
RNDM,First Trust Developed International Equity Select ETF,First Trust Developed International Equity Select ETF
RNDV,First Trust US Equity Dividend Select ETF,First Trust US Equity Dividend Select ETF
RNEM,First Trust Emerging Markets Equity Select ETF,First Trust Emerging Markets Equity Select ETF
RNET,"RigNet, Inc.",RigNet
RNG,"Ringcentral, Inc.",Ringcentral
RNGR,"Ranger Energy Services, Inc.",Ranger Energy Services
RNLC,First Trust Large Cap US Equity Select ETF,First Trust Large Cap US Equity Select ETF
RNLX,Renalytix AI plc,Renalytix AI
RNMC,First Trust Mid Cap US Equity Select ETF,First Trust Mid Cap US Equity Select ETF
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",Cohen & Steers REIT and Preferred and Income Fund
RNR,RenaissanceRe Holdings Ltd.,RenaissanceRe
RNR-E,RenaissanceRe Holdings Ltd.,RenaissanceRe
RNR-F,RenaissanceRe Holdings Ltd.,RenaissanceRe
RNSC,First Trust Small Cap US Equity Select ETF,First Trust Small Cap US Equity Select ETF
RNST,Renasant Corporation,Renasant 
RNWK,"RealNetworks, Inc.",RealNetworks
ROAD,"Construction Partners, Inc.",Construction Partners
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,Exchange Traded Concepts Trust ROBO Global Robotics and Automa
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,First Trust Nasdaq Artificial Intelligence and Robotics ETF
ROCH,Roth CH Acquisition I Co.,Roth CH Acquisition I
ROCHU,Roth CH Acquisition I Co.,Roth CH Acquisition I
ROCHW,Roth CH Acquisition I Co.,Roth CH Acquisition I
ROCK,"Gibraltar Industries, Inc.",Gibraltar Industries
ROG,Rogers Corporation,Rogers 
ROIC,Retail Opportunity Investments Corp.,Retail Opportunity Investments
ROK,"Rockwell Automation, Inc.",Rockwell Automation
ROKU,"Roku, Inc.",Roku
ROL,"Rollins, Inc.",Rollins
ROLL,RBC Bearings Incorporated,RBC Bearings
ROP,"Roper Technologies, Inc.",Roper Technologies
ROST,"Ross Stores, Inc.",Ross Stores
RP,"RealPage, Inc.",RealPage
RPAI,"Retail Properties of America, Inc.",Retail Properties of America
RPAY,Repay Holdings Corporation,Repay 
RPD,"Rapid7, Inc.",Rapid7
RPLA,Replay Acquisition Corp.,Replay Acquisition
RPLA-U,Replay Acquisition Corp.,Replay Acquisition
RPLA-WS,Replay Acquisition Corp.,Replay Acquisition
RPM,RPM International Inc.,RPM International
RPRX,Royalty Pharma plc,Royalty Pharma
RPT,RPT Realty,RPT Realty
RPT-D,RPT Realty,RPT Realty
RPTX,Repare Therapeutics Inc.,Repare Therapeutics
RQI,Cohen & Steers Quality Income Realty Fund Inc.,Cohen & Steers Quality Income Realty Fund
RRBI,"Red River Bancshares, Inc.",Red River Bancshares
RRC,Range Resources Corporation,Range Resources 
RRD,R.R. Donnelley & Sons Company,R.R. Donnelley & Sons
RRGB,"Red Robin Gourmet Burgers, Inc.",Red Robin Gourmet Burgers
RRR,"Red Rock Resorts, Inc.",Red Rock Resorts
RS,Reliance Steel & Aluminum Co.,Reliance Steel & Aluminum
RSF,RiverNorth Specialty Finance Corporation,RiverNorth Specialty Finance 
RSG,"Republic Services, Inc.",Republic Services
RSSS,"Research Solutions, Inc",Research Solutions
RST,Rosetta Stone,Rosetta Stone
RTH,VanEck Vectors Retail ETF,VanEck Vectors Retail ETF
RTLR,Rattler Midstream LP,Rattler Midstream
RTRX,"Retrophin, Inc.",Retrophin
RTX,Raytheon Technologies Corporation,Raytheon Technologies 
RUBY,"Rubius Therapeutics, Inc.",Rubius Therapeutics
RUHN,Ruhnn Holding Limited,Ruhnn
RUN,Sunrun Inc.,Sunrun
RUSHA,"Rush Enterprises, Inc.",Rush Enterprises
RUSHB,"Rush Enterprises, Inc.",Rush Enterprises
RUTH,"Ruth's Hospitality Group, Inc.",Ruth's Hospitality
RVI,Retail Value Inc.,Retail Value
RVLV,"Revolve Group, Inc.",Revolve
RVMD,"Revolution Medicines, Inc.",Revolution Medicines
RVNC,"Revance Therapeutics, Inc.",Revance Therapeutics
RVSB,Riverview Bancorp Inc,Riverview Bancorp
RVT,"Royce Value Trust, Inc.",Royce Value Trust
RWLK,ReWalk Robotics Ltd.,ReWalk Robotics
RWT,"Redwood Trust, Inc.",Redwood Trust
RXN,Rexnord Corporation,Rexnord 
RXT,"Rackspace Technology, Inc.",Rackspace Technology
RY,Royal Bank Of Canada,Royal Bank Of Canada
RY-T,Royal Bank Of Canada,Royal Bank Of Canada
RYAAY,Ryanair Holdings plc,Ryanair
RYAM,Rayonier Advanced Materials Inc.,Rayonier Advanced Materials
RYB,"RYB Education, Inc.",RYB Education
RYI,Ryerson Holding Corporation,Ryerson 
RYN,Rayonier Inc.,Rayonier
RYTM,"Rhythm Pharmaceuticals, Inc.",Rhythm Pharmaceuticals
RZA,"Reinsurance Group of America, Incorporated",Reinsurance of America
RZB,"Reinsurance Group of America, Incorporated",Reinsurance of America
SA,"Seabridge Gold, Inc.",Seabridge Gold
SABR,Sabre Corporation,Sabre 
SAF,Saratoga Investment Corp,Saratoga Investment Corp
SAFE,Safehold Inc.,Safehold
SAFM,"Sanderson Farms, Inc.",Sanderson Farms
SAFT,"Safety Insurance Group, Inc.",Safety Insurance
SAGE,"Sage Therapeutics, Inc.",Sage Therapeutics
SAH,"Sonic Automotive, Inc.",Sonic Automotive
SAIA,"Saia, Inc.",Saia
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SCIENCE APPLICATIONS INTERNATIONAL
SAIL,"SailPoint Technologies Holdings, Inc.",SailPoint Technologies
SAK,Saratoga Investment Corp,Saratoga Investment Corp
SAL,"Salisbury Bancorp, Inc.",Salisbury Bancorp
SALM,"Salem Media Group, Inc.",Salem Media
SALT,Scorpio Bulkers Inc.,Scorpio Bulkers
SAM,"Boston Beer Company, Inc. (The)",Boston Beer
SAMA,Schultze Special Purpose Acquisition Corp.,Schultze Special Purpose Acquisition
SAMAU,Schultze Special Purpose Acquisition Corp.,Schultze Special Purpose Acquisition
SAMAW,Schultze Special Purpose Acquisition Corp.,Schultze Special Purpose Acquisition
SAMG,Silvercrest Asset Management Group Inc.,Silvercrest Asset Management
SAN,"Banco Santander, S.A.",Banco Santander
SAN-B,"Banco Santander, S.A.",Banco Santander
SAND          ,Sandstorm Gold Ltd,Sandstorm Gold
SANM,Sanmina Corporation,Sanmina 
SANW,S&W Seed Company,S&W Seed
SAP,SAP SE,SAP SE
SAQN,Software Acquisition Group Inc.,Software Acquisition
SAQNU,Software Acquisition Group Inc.,Software Acquisition
SAQNW,Software Acquisition Group Inc.,Software Acquisition
SAR,Saratoga Investment Corp,Saratoga Investment Corp
SASR,"Sandy Spring Bancorp, Inc.",Sandy Spring Bancorp
SATS,EchoStar Corporation,EchoStar 
SAVA,"Cassava Sciences, Inc.",Cassava Sciences
SAVE,"Spirit Airlines, Inc.",Spirit Airlines
SB,"Safe Bulkers, Inc",Safe Bulkers
SB-C,"Safe Bulkers, Inc",Safe Bulkers
SB-D,"Safe Bulkers, Inc",Safe Bulkers
SBAC,SBA Communications Corporation,SBA Communications 
SBBA,Scorpio Tankers Inc.,Scorpio Tankers
SBBP,Strongbridge Biopharma plc,Strongbridge Biopharma
SBCF,Seacoast Banking Corporation of Florida,Seacoast Banking  of Florida
SBE,Switchback Energy Acquisition Corporation,Switchback Energy Acquisition 
SBE-U,Switchback Energy Acquisition Corporation,Switchback Energy Acquisition 
SBE-WS,Switchback Energy Acquisition Corporation,Switchback Energy Acquisition 
SBFG,"SB Financial Group, Inc.",SB Financial
SBGI,"Sinclair Broadcast Group, Inc.",Sinclair Broadcast
SBH,"Sally Beauty Holdings, Inc.",Sally Beauty
SBI,Western Asset Intermediate Muni Fund Inc,Western Asset Intermediate Muni Fund
SBLK,Star Bulk Carriers Corp.,Star Bulk Carriers
SBLKZ,Star Bulk Carriers Corp.,Star Bulk Carriers
SBNY,Signature Bank,Signature Bank
SBOW,"SilverBow Resorces, Inc.",SilverBow Resorces
SBPH,"Spring Bank Pharmaceuticals, Inc.",Spring Bank Pharmaceuticals
SBR,Sabine Royalty Trust,Sabine Royalty Trust
SBRA,"Sabra Health Care REIT, Inc.",Sabra Health Care REIT
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp
SBSI,"Southside Bancshares, Inc.",Southside Bancshares
SBSW,Sibayne Gold Limited,Sibayne Gold
SBT,"Sterling Bancorp, Inc.",Sterling Bancorp
SBUX,Starbucks Corporation,Starbucks 
SC,Santander Consumer USA Holdings Inc.,Santander Consumer USA
SCA,Stellus Capital Investment Corporation,Stellus Capital Investment 
SCCI,"Shimmick Construction Company, Inc.",Shimmick Construction
SCCO,Southern Copper Corporation,Southern Copper 
SCD,LMP Capital and Income Fund Inc.,LMP Capital and Income Fund
SCE-G,Southern California Edison Company,Southern California Edison
SCE-H,Southern California Edison Company,Southern California Edison
SCE-J,Southern California Edison Company,Southern California Edison
SCE-K,Southern California Edison Company,Southern California Edison
SCE-L,Southern California Edison Company,Southern California Edison
SCHL,Scholastic Corporation,Scholastic 
SCHN,"Schnitzer Steel Industries, Inc.",Schnitzer Steel Industries
SCHW,The Charles Schwab Corporation,The Charles Schwab 
SCHW-C,The Charles Schwab Corporation,The Charles Schwab 
SCHW-D,The Charles Schwab Corporation,The Charles Schwab 
SCI,Service Corporation International,Service  International
SCKT,"Socket Mobile, Inc.",Socket Mobile
SCL,Stepan Company,Stepan
SCM,Stellus Capital Investment Corporation,Stellus Capital Investment 
SCON,Superconductor Technologies Inc.,Superconductor Technologies
SCOR,"comScore, Inc.",comScore
SCPE,SC Health Corporation,SC Health 
SCPE-U,SC Health Corporation,SC Health 
SCPE-WS,SC Health Corporation,SC Health 
SCPH,scPharmaceuticals Inc.,scPharmaceuticals
SCPL,SciPlay Corporation,SciPlay 
SCS,Steelcase Inc.,Steelcase
SCSC,"ScanSource, Inc.",ScanSource
SCU,"Sculptor Capital Management, Inc.",Sculptor Capital Management
SCVL,"Shoe Carnival, Inc.",Shoe Carnival
SCVX,SCVX Corp.,SCVX
SCVX-U,SCVX Corp.,SCVX
SCVX-WS,SCVX Corp.,SCVX
SCWX,SecureWorks Corp.,SecureWorks
SCX,L.S. Starrett Company (The),L.S. Starrett
SCYX,"SCYNEXIS, Inc.",SCYNEXIS
SCZ,iShares MSCI EAFE Small-Cap ETF,iShares MSCI EAFE Small-Cap ETF
SD,"SandRidge Energy, Inc.",SandRidge Energy
SDC,"SmileDirectClub, Inc.",SmileDirectClub
SDG,iShares MSCI Global Impact ETF,iShares MSCI Global Impact ETF
SDGR,"Schrodinger, Inc.",Schrodinger
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,First Trust SMID Cap Rising Dividend Achievers ETF
SE,Sea Limited,Sea
SEAC,"SeaChange International, Inc.",SeaChange International
SEAS,"SeaWorld Entertainment, Inc.",SeaWorld Entertainment
SECO,Secoo Holding Limited,Secoo
SEDG,"SolarEdge Technologies, Inc.",SolarEdge Technologies
SEE,Sealed Air Corporation,Sealed Air 
SEED,Origin Agritech Limited,Origin Agritech
SEEL,"Seelos Therapeutics, Inc.",Seelos Therapeutics
SEIC,SEI Investments Company,SEI Investments
SELB,"Selecta Biosciences, Inc.",Selecta Biosciences
SELF,"Global Self Storage, Inc.",Global Self Storage
SEM,Select Medical Holdings Corporation,Select Medical 
SENEA,Seneca Foods Corp.,Seneca Foods
SENEB,Seneca Foods Corp.,Seneca Foods
SERV,"ServiceMaster Global Holdings, Inc.",ServiceMaster Global
SESN,"Sesen Bio, Inc.",Sesen Bio
SF,Stifel Financial Corporation,Stifel Financial 
SF-A,Stifel Financial Corporation,Stifel Financial 
SF-B,Stifel Financial Corporation,Stifel Financial 
SF-C,Stifel Financial Corporation,Stifel Financial 
SFB,Stifel Financial Corporation,Stifel Financial 
SFBC,"Sound Financial Bancorp, Inc.",Sound Financial Bancorp
SFBS,"ServisFirst Bancshares, Inc.",ServisFirst Bancshares
SFE,"Safeguard Scientifics, Inc.",Safeguard Scientifics
SFET,Safe-T Group Ltd.,Safe-T
SFIX,"Stitch Fix, Inc.",Stitch Fix
SFL,SFL Corporation Ltd,SFL 
SFM,"Sprouts Farmers Market, Inc.",Sprouts Farmers Market
SFNC,Simmons First National Corporation,Simmons First National 
SFST,"Southern First Bancshares, Inc.",Southern First Bancshares
SFTW,Osprey Technology Acquisition Corp.,Osprey Technology Acquisition
SFTW-U,Osprey Technology Acquisition Corp.,Osprey Technology Acquisition
SFTW-WS,Osprey Technology Acquisition Corp.,Osprey Technology Acquisition
SFUN,Fang Holdings Limited,Fang
SG,"Sirius International Insurance Group, Ltd.",Sirius International Insurance
SGA,"Saga Communications, Inc.",Saga Communications
SGBX,"SG Blocks, Inc.",SG Blocks
SGC,"Superior Group of Companies, Inc.",Superior of Companies
SGEN,"Seattle Genetics, Inc.",Seattle Genetics
SGH,"SMART Global Holdings, Inc.",SMART Global
SGLB,"Sigma Labs, Inc.",Sigma Labs
SGLBW,"Sigma Labs, Inc.",Sigma Labs
SGMA,"SigmaTron International, Inc.",SigmaTron International
SGMO,"Sangamo Therapeutics, Inc.",Sangamo Therapeutics
SGMS,Scientific Games Corp,Scientific Games Corp
SGOC,"SGOCO Group, Ltd",SGOCO
SGRP,"SPAR Group, Inc.",SPAR
SGRY,"Surgery Partners, Inc.",Surgery Partners
SGU,"Star Group, L.P.",Star
SHAK,"Shake Shack, Inc.",Shake Shack
SHBI,Shore Bancshares Inc,Shore Bancshares
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications Co
SHG,Shinhan Financial Group Co Ltd,Shinhan Financial Co
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",SINOPEC Shangai Petrochemical
SHIP,Seanergy Maritime Holdings Corp,Seanergy Maritime Corp
SHIPW,Seanergy Maritime Holdings Corp,Seanergy Maritime Corp
SHIPZ,Seanergy Maritime Holdings Corp,Seanergy Maritime Corp
SHLL,Tortoise Acquisition Corp.,Tortoise Acquisition
SHLL-U,Tortoise Acquisition Corp.,Tortoise Acquisition
SHLL-WS,Tortoise Acquisition Corp.,Tortoise Acquisition
SHLX,"Shell Midstream Partners, L.P.",Shell Midstream Partners
SHO,"Sunstone Hotel Investors, Inc.",Sunstone Hotel Investors
SHO-E,"Sunstone Hotel Investors, Inc.",Sunstone Hotel Investors
SHO-F,"Sunstone Hotel Investors, Inc.",Sunstone Hotel Investors
SHOO,"Steven Madden, Ltd.",Steven Madden
SHOP,Shopify Inc.,Shopify
SHSP,"SharpSpring, Inc.",SharpSpring
SHV,iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF
SHW,Sherwin-Williams Company (The),Sherwin-Williams
SHY,iShares 1-3 Year Treasury Bond ETF,iShares 1-3 Year Treasury Bond ETF
SHYF,"The Shyft Group, Inc.",The Shyft
SI,Silvergate Capital Corporation,Silvergate Capital 
SIBN,"SI-BONE, Inc.",SI-BONE
SIC,"Select Interior Concepts, Inc.",Select Interior Concepts
SID,National Steel Company,National Steel
SIEB,Siebert Financial Corp.,Siebert Financial
SIEN,"Sientra, Inc.",Sientra
SIFY,Sify Technologies Limited,Sify Technologies
SIG,Signet Jewelers Limited,Signet Jewelers
SIGA,SIGA Technologies Inc.,SIGA Technologies
SIGI,"Selective Insurance Group, Inc.",Selective Insurance
SII,Sprott Inc.,Sprott
SILC,Silicom Ltd,Silicom
SILK,"Silk Road Medical, Inc.",Silk Road Medical
SIMO,Silicon Motion Technology Corporation,Silicon Motion Technology 
SINA,Sina Corporation,Sina 
SINO,"Sino-Global Shipping America, Ltd.",Sino-Global Shipping America
SINT,"SiNtx Technologies, Inc.",SiNtx Technologies
SIRI,Sirius XM Holdings Inc.,Sirius XM
SITC,SITE Centers Corp.,SITE Centers
SITC-A,SITE Centers Corp.,SITE Centers
SITC-K,SITE Centers Corp.,SITE Centers
SITE,"SiteOne Landscape Supply, Inc.",SiteOne Landscape Supply
SITM,SiTime Corporation,SiTime 
SIVB,SVB Financial Group,SVB Financial
SIVBP,SVB Financial Group,SVB Financial
SIX,Six Flags Entertainment Corporation New,Six Flags Entertainment  New
SJ,Scienjoy Holding Corporation,Scienjoy 
SJI,"South Jersey Industries, Inc.",South Jersey Industries
SJIJ,"South Jersey Industries, Inc.",South Jersey Industries
SJIU,"South Jersey Industries, Inc.",South Jersey Industries
SJM,J.M. Smucker Company (The),J.M. Smucker
SJR,Shaw Communications Inc.,Shaw Communications
SJT,San Juan Basin Royalty Trust,San Juan Basin Royalty Trust
SJW,SJW Group,SJW
SKM,"SK Telecom Co., Ltd.",SK Telecom
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,FlexShares Credit-Scored US Corporate Bond Index Fund
SKT,"Tanger Factory Outlet Centers, Inc.",Tanger Factory Outlet Centers
SKX,"Skechers U.S.A., Inc.",Skechers U
SKY,Skyline Champion Corporation,Skyline Champion 
SKYS,"Sky Solar Holdings, Ltd.",Sky Solar
SKYW,"SkyWest, Inc.",SkyWest
SKYY,First Trust Cloud Computing ETF,First Trust Cloud Computing ETF
SLAB,"Silicon Laboratories, Inc.",Silicon Laboratories
SLB,Schlumberger N.V.,Schlumberger
SLCA,"U.S. Silica Holdings, Inc.",U.S. Silica
SLCT,"Select Bancorp, Inc.",Select Bancorp
SLDB,Solid Biosciences Inc.,Solid Biosciences
SLF,Sun Life Financial Inc.,Sun Life Financial
SLG,SL Green Realty Corp,SL Green Realty Corp
SLG-I,SL Green Realty Corp,SL Green Realty Corp
SLGG,"Super League Gaming, Inc.",Super League Gaming
SLGL,Sol-Gel Technologies Ltd.,Sol-Gel Technologies
SLGN,Silgan Holdings Inc.,Silgan
SLM,SLM Corporation,SLM 
SLMBP,SLM Corporation,SLM 
SLN,Silence Therapeutics Plc,Silence Therapeutics
SLNO,"Soleno Therapeutics, Inc.",Soleno Therapeutics
SLP,"Simulations Plus, Inc.",Simulations Plus
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,iShares 0-5 Year Investment Grade Corporate Bond ETF
SLQT,"SelectQuote, Inc.",SelectQuote
SLRC,Solar Capital Ltd.,Solar Capital
SLRX,"Salarius Pharmaceuticals, Inc.",Salarius Pharmaceuticals
SLS,"SELLAS Life Sciences Group, Inc. ",SELLAS Life Sciences
SLVO,Credit Suisse AG,Credit Suisse
SM,SM Energy Company,SM Energy
SMAR,Smartsheet Inc.,Smartsheet
SMBC,"Southern Missouri Bancorp, Inc.",Southern Missouri Bancorp
SMBK,"SmartFinancial, Inc.",SmartFinancial
SMCI,"Super Micro Computer, Inc.",Super Micro Computer
SMCP,AlphaMark Actively Managed Small Cap ETF,AlphaMark Actively Managed Small Cap ETF
SMED,Sharps Compliance Corp.,Sharps Compliance
SMFG,Sumitomo Mitsui Financial Group Inc,Sumitomo Mitsui Financial
SMG,Scotts Miracle-Gro Company (The),Scotts Miracle-Gro
SMH,VanEck Vectors Semiconductor ETF,VanEck Vectors Semiconductor ETF
SMHI,SEACOR Marine Holdings Inc.,SEACOR Marine
SMIT,"Schmitt Industries, Inc.",Schmitt Industries
SMLP,"Summit Midstream Partners, LP",Summit Midstream Partners
SMM,Salient Midstream & MLP Fund,Salient Midstream & MLP Fund
SMMC,South Mountain Merger Corp.,South Mountain Merger
SMMCU,South Mountain Merger Corp.,South Mountain Merger
SMMCW,South Mountain Merger Corp.,South Mountain Merger
SMMF,"Summit Financial Group, Inc.",Summit Financial
SMMT,Summit Therapeutics plc,Summit Therapeutics
SMP,"Standard Motor Products, Inc.",Standard Motor Products
SMPL,The Simply Good Foods Company,The Simply Good Foods
SMSI,"Smith Micro Software, Inc.",Smith Micro Software
SMTC,Semtech Corporation,Semtech 
SMTX,SMTC Corporation,SMTC 
SNA,Snap-On Incorporated,Snap-On
SNAP,Snap Inc.,Snap
SNBP,"Sun BioPharma, Inc.",Sun BioPharma
SNBR,Sleep Number Corporation,Sleep Number 
SNCA,"Seneca Biopharma, Inc.",Seneca Biopharma
